class,amount-observed,amount-collected,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,articles,articles-top,page,internet-mentions,twitter-mentions,region,population,habitat
e,3701,2240,x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,16.0,9.0,1657,13886,10048,na,a,g
e,2547,1704,f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,18.0,12.0,607,6759,5065,au,y,d
e,3939,2754,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,16.0,9.0,3262,12639,8721,na,v,d
e,2490,1524,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,6.0,4.0,2203,5743,4618,au,y,d
e,3018,2254,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,5.0,4.0,3457,14521,10080,na,n,g
e,4236,3034,x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,15.0,10.0,2034,10483,7411,as,y,d
e,3564,2411,f,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,11.0,7.0,237,8838,6691,na,y,d
e,1714,1213,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,6.0,4.0,1756,11268,7087,na,y,d
p,2682,1855,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,2.0,1.0,2800,10211,7493,eu,v,p
e,3421,2442,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,1.0,1.0,56,11816,8672,na,y,d
p,3656,2531,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,14.0,8.0,3747,11363,8374,au,v,g
e,2567,1683,f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,9.0,5.0,786,5759,4382,au,v,d
p,1972,1354,x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,3.0,2.0,2223,11275,7682,af,v,l
e,3325,2372,b,f,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,2.0,1.0,3568,7791,5250,sa,n,g
p,3064,2148,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,17.0,8.0,3547,8105,5781,as,v,p
e,2997,2033,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,17.0,10.0,802,11479,8111,eu,v,d
e,3039,1866,x,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,18.0,10.0,1160,16768,11584,af,c,w
e,4634,3517,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,9.0,6.0,84,7304,5556,sa,s,g
e,3672,2646,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,16.0,9.0,1681,10378,7227,af,v,d
e,1443,972,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,16.0,11.0,3288,12168,8433,eu,a,g
e,2182,1452,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,8.0,4.0,2153,10274,6623,af,y,d
p,2718,2168,k,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,1.0,1.0,1344,16817,12639,au,v,p
p,2990,1980,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,1.0,1.0,2681,9048,6046,na,s,u
e,2810,1836,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,13.0,8.0,272,14165,8126,as,n,g
e,3510,2469,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,18.0,13.0,2638,10863,7788,eu,y,d
e,2487,1829,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,15.0,10.0,625,6930,5232,as,a,g
e,2634,1949,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,18.0,9.0,2930,12842,8228,sa,s,g
e,4319,2757,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,15.0,11.0,3115,13673,8864,eu,s,g
p,2641,1969,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,15.0,10.0,1781,4887,3500,au,v,g
p,3526,2412,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,14.0,8.0,1927,11607,7857,eu,v,d
e,4389,2653,x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,5.0,3.0,2760,13465,8725,sa,a,g
p,3385,2192,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,0.0,0.0,500,2167,1417,af,v,d
e,3964,2934,f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,9.0,5.0,2487,10736,6782,as,v,d
e,3484,2684,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,17.0,12.0,2843,12816,9170,na,y,d
p,2832,1897,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,8.0,4.0,591,8300,5177,sa,y,g
p,3065,2004,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,11.0,7.0,2432,9647,6820,sa,v,p
p,2550,1956,x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,1.0,1.0,1811,11609,7343,au,s,g
e,3217,1963,f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,18.0,11.0,2167,10455,7188,au,v,d
p,2313,1544,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,17.0,11.0,3472,8918,6206,eu,v,g
p,3814,2745,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,5.0,3.0,2782,8679,6420,as,v,l
p,3604,2409,f,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,2.0,1.0,1150,9402,6306,au,s,g
p,3747,2573,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,0.0,0.0,635,11026,7949,au,y,g
p,2948,2157,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,12.0,7.0,211,12368,9396,af,v,d
p,2825,2011,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,7.0,4.0,426,9919,6637,sa,v,d
p,3059,2050,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,6.0,4.0,603,8261,5904,au,v,l
e,2969,2019,x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,4.0,2.0,3514,11664,8669,as,y,d
e,1998,1488,x,s,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,9.0,5.0,1344,10408,7301,na,c,w
e,2510,1526,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,6.0,3.0,1466,9247,5832,af,a,g
p,3637,2474,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,1.0,1.0,2723,9400,6885,au,y,p
e,2279,1459,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,3.0,2.0,3550,8697,5973,na,v,l
p,2996,2120,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,15.0,10.0,482,7777,5529,sa,v,p
e,2478,1785,x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,0.0,0.0,3086,12846,9141,sa,v,d
p,969,655,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,10.0,6.0,3217,10296,6401,eu,y,p
e,3443,2367,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,17.0,8.0,361,8983,5916,sa,v,d
p,1899,1341,k,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,7.0,4.0,1793,14397,10081,eu,v,l
p,1385,1017,x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,4.0,2.0,1695,11421,8436,sa,v,d
e,2534,1786,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,14.0,7.0,202,8185,5755,sa,c,l
p,2874,2262,k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,11.0,7.0,1022,9328,6557,eu,v,d
e,4055,3001,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,19.0,12.0,3581,11394,8155,as,s,g
p,3393,2250,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,13.0,8.0,2591,8484,6457,na,y,p
p,4117,2743,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,0.0,0.0,1503,11887,8312,au,v,p
e,2605,1847,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,16.0,11.0,2134,7904,4846,eu,v,d
p,3786,2460,k,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,4.0,2.0,255,9362,6458,sa,v,l
e,2674,1767,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,3.0,2.0,595,11599,8670,sa,s,g
p,4008,2800,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,9.0,6.0,3738,15017,10314,na,y,d
p,2605,2031,f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,10.0,6.0,1291,8863,5711,sa,v,g
p,2514,1759,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,14.0,10.0,395,13882,9587,au,v,d
p,2775,1846,x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,11.0,6.0,3470,11160,8139,eu,v,d
e,2533,1873,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,11.0,7.0,2137,8630,6579,au,s,g
e,2761,1726,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,8.0,4.0,1371,6950,4897,sa,s,g
e,2750,1794,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,9.0,6.0,1263,12824,9393,as,y,u
e,2294,1441,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,8.0,5.0,1091,10432,7347,eu,n,g
p,3575,2504,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,6.0,3.0,2220,6211,4139,as,v,l
e,2960,2104,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,6.0,4.0,1412,10939,7593,sa,v,d
e,2570,1572,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,19.0,11.0,1318,8585,5466,as,s,g
p,2981,2061,x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,6.0,4.0,2137,11685,8759,as,v,d
e,2917,2227,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,17.0,10.0,11,11948,8254,as,n,g
p,3385,2087,f,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,18.0,13.0,3456,10860,8135,eu,v,p
p,3995,2981,x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,14.0,7.0,2220,18261,12433,na,v,d
p,3644,2665,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,8.0,5.0,3818,5306,3413,na,v,p
e,3288,2521,f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,8.0,5.0,938,9708,6682,na,y,d
p,2799,1886,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,7.0,4.0,1350,8267,6199,af,y,g
p,3228,2314,f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,3.0,2.0,1564,8185,5819,af,v,p
e,2679,1947,f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,16.0,10.0,3522,10282,7074,na,a,g
e,3430,2444,f,s,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,3.0,2.0,2794,7974,5585,af,c,w
e,4267,2885,x,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,7.0,4.0,3057,11474,7184,eu,n,g
e,4196,2905,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,12.0,8.0,3483,11551,8994,sa,s,g
e,3202,2140,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,0.0,0.0,1965,15660,10438,eu,n,m
p,4487,3212,f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,16.0,9.0,55,15392,11609,af,v,u
p,3670,2496,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,8.0,5.0,1742,8523,5018,na,s,g
p,3435,2442,f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,18.0,13.0,719,6168,4121,na,y,p
p,3214,2200,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,2.0,1.0,816,18501,13672,na,y,g
p,3438,2279,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,1.0,1.0,3804,10699,7814,eu,v,g
e,3057,2229,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,18.0,9.0,1319,7259,4843,au,v,d
p,3961,2675,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,2.0,1.0,768,13730,9565,na,v,d
e,1795,1293,x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,8.0,4.0,2882,10407,7555,sa,y,d
e,2909,2118,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,17.0,11.0,898,10751,7822,as,s,m
e,2854,1970,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,12.0,8.0,1004,10134,7342,na,a,g
e,2274,1673,f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,5.0,3.0,1222,12420,8263,na,v,d
e,3970,2944,x,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,9.0,6.0,1674,7247,5370,af,c,w
p,3190,2137,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,12.0,7.0,1792,9846,7803,au,y,d
p,3649,2455,k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,6.0,3.0,3717,12212,8089,eu,v,d
p,5292,3942,k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,2.0,1.0,600,8295,5970,eu,v,d
p,1517,1162,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,16.0,8.0,494,11943,9083,as,v,d
p,3802,2517,k,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,10.0,6.0,263,5513,3992,af,v,p
p,1960,1419,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,17.0,10.0,481,8679,6397,af,y,d
p,3323,2132,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,15.0,10.0,2140,8416,5797,eu,v,g
p,2597,1828,x,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,11.0,6.0,2745,9849,7232,af,v,l
e,3071,2026,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,,,3771,11354,8362,as,y,d
p,3350,2130,f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,9.0,6.0,1685,9272,6467,eu,v,p
e,4157,3078,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,16.0,10.0,1652,6084,4721,au,y,d
p,4624,3104,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,16.0,8.0,367,16019,11334,au,v,d
p,3146,2345,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,6.0,3.0,2247,12047,8889,na,v,p
e,2773,1700,x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,11.0,6.0,668,10023,7779,sa,y,d
p,2916,2052,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,8.0,5.0,2451,15209,10996,af,v,l
p,4852,3665,x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,5.0,3.0,1551,11071,8872,na,v,d
p,4576,3285,f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,15.0,10.0,1608,10653,7296,af,v,p
e,2464,1606,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,2.0,1.0,2485,12676,9460,as,a,g
p,2735,1980,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,14.0,8.0,3059,13135,9826,as,v,d
e,4021,3106,x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,10.0,7.0,1429,11504,7892,eu,a,g
p,3368,2466,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,8.0,5.0,3072,9585,7100,as,y,g
e,3207,2393,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,6.0,3.0,3039,5323,3605,sa,v,l
p,2624,1598,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,14.0,8.0,505,13498,8890,sa,v,p
p,3589,2784,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,15.0,11.0,537,8934,5758,as,v,l
e,2979,2000,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,7.0,4.0,1138,13556,7978,sa,a,g
p,3391,2280,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,7.0,4.0,1811,10586,6139,au,y,p
e,4002,2555,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,12.0,7.0,1614,10197,6929,sa,y,d
e,3396,2535,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,15.0,8.0,1841,10305,7155,sa,v,d
e,2318,1510,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,1.0,1.0,701,13205,9143,au,y,d
p,2926,2141,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,19.0,12.0,1849,12996,8898,as,v,p
e,3433,2256,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,3.0,2.0,934,13789,10018,sa,a,g
p,2187,1568,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,17.0,11.0,108,10352,7527,au,v,p
p,3166,2238,f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,10.0,7.0,1020,13968,10132,as,v,g
e,1853,1333,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,9.0,6.0,2551,6168,3774,eu,c,l
p,1440,1010,x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,11.0,6.0,996,13780,9682,as,s,d
p,2214,1645,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,4.0,3.0,3589,14743,11035,na,v,l
p,3184,2547,f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,9.0,6.0,2724,14954,10046,sa,v,p
p,3712,2702,x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,3.0,2.0,2105,10983,8442,na,v,l
p,2346,2011,f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,5.0,4.0,1056,10633,6793,na,v,l
p,2966,1897,f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,11.0,8.0,922,10875,7718,na,v,g
p,2854,1973,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,4.0,3.0,198,7974,5782,au,v,p
p,2348,1664,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,9.0,5.0,269,10242,7245,eu,v,g
e,3450,1949,x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,15.0,10.0,1632,10889,7577,af,y,d
e,3459,2723,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,11.0,6.0,3041,10446,7206,na,s,g
p,3813,2858,f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,9.0,5.0,3273,8376,5471,af,v,u
e,3274,2222,x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,15.0,8.0,2704,11512,7656,na,v,d
e,2654,1851,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,10.0,6.0,269,12502,8749,af,y,d
e,2722,2040,f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,10.0,6.0,1345,11699,8762,sa,y,d
p,4939,3268,x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,19.0,11.0,3695,4219,3232,as,v,p
p,2657,1819,x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,9.0,6.0,1531,8400,6843,sa,v,l
p,3036,2148,f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,3.0,2.0,3037,9973,7811,au,v,l
e,1827,1030,x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,9.0,6.0,2559,10686,7851,af,s,g
p,3205,1986,x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,9.0,6.0,1575,9036,6719,sa,v,l
p,3206,2212,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,13.0,6.0,3683,9840,7295,af,y,g
e,2395,1515,x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,1.0,1.0,2445,14189,9995,as,y,d
e,3322,2336,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,2.0,1.0,805,18073,13348,eu,s,g
e,2739,1798,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,12.0,8.0,3521,12052,8086,au,s,g
e,3085,2032,x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,18.0,10.0,896,14823,9721,as,v,d
e,3360,2227,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,5.0,3.0,2481,6907,4198,as,s,g
e,4470,3240,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,6.0,4.0,416,10896,7844,af,v,d
e,2499,1685,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,2.0,1.0,1536,10033,7341,sa,v,d
e,3187,2150,x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,16.0,10.0,3113,10207,7098,sa,y,d
e,3198,2069,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,11.0,7.0,2480,9907,6772,af,s,g
e,4448,2985,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,9.0,5.0,2172,7967,5723,sa,y,d
e,1839,1327,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,6.0,4.0,137,11180,7309,eu,s,g
e,3617,2374,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,0.0,0.0,904,10582,8073,af,a,g
e,1319,991,f,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,7.0,4.0,3310,10501,6678,eu,y,d
e,2686,1887,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,17.0,10.0,2339,7955,5189,af,v,u
p,4025,3050,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,12.0,7.0,3700,17306,11896,na,v,d
p,3146,2084,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,7.0,5.0,1217,7678,5064,eu,s,d
e,2343,1580,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,17.0,10.0,1415,7965,6170,na,a,g
p,2341,1650,x,s,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,15.0,8.0,1579,6707,4826,sa,v,d
e,3235,2446,x,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,11.0,6.0,1395,8538,6156,na,v,d
p,2641,1916,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,11.0,6.0,3782,12017,8470,eu,y,p
e,2054,1273,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,3.0,2.0,1443,10966,7536,sa,v,d
e,1883,1346,x,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,10.0,5.0,1090,10941,6953,sa,s,g
e,2374,1695,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,14.0,9.0,3297,6989,4722,na,s,m
p,4272,2944,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,4.0,2.0,3622,11425,8551,na,v,g
e,3084,2236,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,1.0,1.0,620,11421,7550,sa,y,d
e,4206,3063,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,13.0,9.0,3134,7818,5945,au,y,d
p,3443,2491,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,7.0,4.0,3808,9906,6985,sa,v,d
e,3704,2588,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,12.0,7.0,775,8442,5930,eu,s,g
p,3004,1914,f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,0.0,0.0,2706,10637,6966,au,v,g
p,3879,2549,x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,8.0,5.0,2930,11009,6982,eu,v,d
p,2721,1760,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,8.0,5.0,1142,10230,7053,sa,v,d
p,3671,2329,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,4.0,3.0,1975,9981,7419,sa,v,l
p,3860,3098,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,1.0,1.0,1156,8489,6641,af,y,d
p,3357,2653,x,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,8.0,5.0,3389,11386,8728,na,v,p
p,2581,1652,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,0.0,0.0,2960,11389,7746,na,s,u
e,2518,1909,x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,19.0,10.0,2473,11602,8822,as,v,d
e,1196,891,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,6.0,4.0,3437,15280,10489,af,s,m
p,2623,1916,f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,18.0,12.0,245,13057,9734,sa,v,d
p,3114,2117,k,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,12.0,7.0,3696,10466,8706,na,v,l
p,4451,3317,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,17.0,9.0,2392,9569,5958,sa,v,l
